paper_title,author_links,author_stats
Nonseparable Symplectic Neural Networks,"['https://www.semanticscholar.org/author/Cheng-Yang/3443627', 'https://www.semanticscholar.org/author/S.-Xiong/47722204', 'https://www.semanticscholar.org/author/Yunjin-Tong/40495066', 'https://www.semanticscholar.org/author/B.-Zhu/92035057', 'https://www.semanticscholar.org/author/Shuqi-Yang/47569235', 'https://www.semanticscholar.org/author/Xingzhe-He/1491320619']","[{'Publications': '149', 'h-index': '16', 'Citations': '2,382', 'Highly Influential Citations': '278'}, {'Publications': '18', 'h-index': '7', 'Citations': '73', 'Highly Influential Citations': '3'}, {'Publications': '6', 'h-index': '2', 'Citations': '18', 'Highly Influential Citations': '1'}, {'Publications': '125', 'h-index': '30', 'Citations': '5,051', 'Highly Influential Citations': '112'}, {'Publications': '9', 'h-index': '3', 'Citations': '17', 'Highly Influential Citations': '1'}, {'Publications': '8', 'h-index': '3', 'Citations': '23', 'Highly Influential Citations': '1'}]"
Relating by Contrasting: A Data-efficient Framework for Multimodal Generative Models,"['https://www.semanticscholar.org/author/Yuge-Shi/11519650', 'https://www.semanticscholar.org/author/Philip-H.-S.-Torr/143635540', 'https://www.semanticscholar.org/author/Brooks-Paige/2885717', 'https://www.semanticscholar.org/author/N.-Siddharth/145809603']","[{'Publications': '4', 'h-index': '3', 'Citations': '86', 'Highly Influential Citations': '20'}, {'Publications': '355', 'h-index': '74', 'Citations': '29,934', 'Highly Influential Citations': '4,760'}, {'Publications': '51', 'h-index': '16', 'Citations': '1,258', 'Highly Influential Citations': '140'}, {'Publications': '33', 'h-index': '12', 'Citations': '449', 'Highly Influential Citations': '52'}]"
DARTS-: Robustly Stepping out of Performance Collapse Without Indicators,"['https://www.semanticscholar.org/author/Xiaolin-Wei/49141839', 'https://www.semanticscholar.org/author/Shun-Lu/2115335319', 'https://www.semanticscholar.org/author/B.-Zhang/48335461', 'https://www.semanticscholar.org/author/Xiangxiang-Chu/27628828', 'https://www.semanticscholar.org/author/Junchi-Yan/3063894', 'https://www.semanticscholar.org/author/Xiaoxing-Wang/2108168283']","[{'Publications': '22', 'h-index': '5', 'Citations': '60', 'Highly Influential Citations': '11'}, {'Publications': '1', 'h-index': '0', 'Citations': '0', 'Highly Influential Citations': '0'}, {'Publications': '21', 'h-index': '5', 'Citations': '78', 'Highly Influential Citations': '6'}, {'Publications': '23', 'h-index': '10', 'Citations': '436', 'Highly Influential Citations': '75'}, {'Publications': '199', 'h-index': '32', 'Citations': '3,414', 'Highly Influential Citations': '254'}, {'Publications': '5', 'h-index': '2', 'Citations': '27', 'Highly Influential Citations': '3'}]"
DeepAveragers: Offline Reinforcement Learning By Solving Derived Non-Parametric MDPs,"['https://www.semanticscholar.org/author/Aayam-Shrestha/1999953423', 'https://www.semanticscholar.org/author/Prasad-Tadepalli/1729906', 'https://www.semanticscholar.org/author/Alan-Fern/145841336', 'https://www.semanticscholar.org/author/Stefan-Lee/1607486000']","[{'Publications': '2', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '202', 'h-index': '32', 'Citations': '4,008', 'Highly Influential Citations': '259'}, {'Publications': '225', 'h-index': '37', 'Citations': '4,980', 'Highly Influential Citations': '346'}, {'Publications': '17', 'h-index': '6', 'Citations': '147', 'Highly Influential Citations': '17'}]"
DDPNOpt: Differential Dynamic Programming Neural Optimizer,"['https://www.semanticscholar.org/author/E.-Theodorou/1751063', 'https://www.semanticscholar.org/author/T.-Chen/11126631']","[{'Publications': '220', 'h-index': '32', 'Citations': '4,694', 'Highly Influential Citations': '337'}, {'Publications': '18', 'h-index': '5', 'Citations': '1,943', 'Highly Influential Citations': '492'}]"
Generalized Energy Based Models,"['https://www.semanticscholar.org/author/A.-Gretton/1708497', 'https://www.semanticscholar.org/author/Liang-Zhou/2116539500', 'https://www.semanticscholar.org/author/Michael-Arbel/32585233']","[{'Publications': '230', 'h-index': '55', 'Citations': '17,700', 'Highly Influential Citations': '2,829'}, {'Publications': '8', 'h-index': '5', 'Citations': '64', 'Highly Influential Citations': '6'}, {'Publications': '18', 'h-index': '8', 'Citations': '509', 'Highly Influential Citations': '123'}]"
Learning What To Do by Simulating the Past,"['https://www.semanticscholar.org/author/A.-Dragan/2745001', 'https://www.semanticscholar.org/author/David-Lindner/4829248', 'https://www.semanticscholar.org/author/Rohin-Shah/40947489', 'https://www.semanticscholar.org/author/P.-Abbeel/1689992']","[{'Publications': '143', 'h-index': '40', 'Citations': '5,248', 'Highly Influential Citations': '381'}, {'Publications': '7', 'h-index': '2', 'Citations': '9', 'Highly Influential Citations': '0'}, {'Publications': '19', 'h-index': '6', 'Citations': '195', 'Highly Influential Citations': '12'}, {'Publications': '484', 'h-index': '112', 'Citations': '54,711', 'Highly Influential Citations': '6,829'}]"
On Graph Neural Networks versus Graph-Augmented MLPs,"['https://www.semanticscholar.org/author/Lei-Chen/143891665', 'https://www.semanticscholar.org/author/Zhengdao-Chen/8157979', 'https://www.semanticscholar.org/author/Joan-Bruna/1589786778']","[{'Publications': '5', 'h-index': '3', 'Citations': '152', 'Highly Influential Citations': '33'}, {'Publications': '12', 'h-index': '6', 'Citations': '442', 'Highly Influential Citations': '59'}, {'Publications': '26', 'h-index': '4', 'Citations': '43', 'Highly Influential Citations': '2'}]"
Influence Estimation for Generative Adversarial Networks,"['https://www.semanticscholar.org/author/Hiroki-Ohashi/2054928062', 'https://www.semanticscholar.org/author/Yuichi-Nonaka/2963269', 'https://www.semanticscholar.org/author/Naoyuki-Terashita/114474916', 'https://www.semanticscholar.org/author/Takashi-Kanemaru/2073680672']","[{'Publications': '2', 'h-index': '1', 'Citations': '3', 'Highly Influential Citations': '0'}, {'Publications': '10', 'h-index': '2', 'Citations': '7', 'Highly Influential Citations': '0'}, {'Publications': '3', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}, {'Publications': '1', 'h-index': '1', 'Citations': '2', 'Highly Influential Citations': '0'}]"
Optimal Conversion of Conventional Artificial Neural Networks to Spiking Neural Networks,"['https://www.semanticscholar.org/author/Shi-Gu/80914691', 'https://www.semanticscholar.org/author/Shi-Wee-Deng/1928761']","[{'Publications': '45', 'h-index': '15', 'Citations': '1,735', 'Highly Influential Citations': '61'}, {'Publications': '8', 'h-index': '3', 'Citations': '49', 'Highly Influential Citations': '1'}]"
Efficient Wasserstein Natural Gradients for Reinforcement Learning,"['https://www.semanticscholar.org/author/Ferenc-Husz%C3%A1r/3108066', 'https://www.semanticscholar.org/author/A.-Gretton/1708497', 'https://www.semanticscholar.org/author/Michael-Arbel/32585233', 'https://www.semanticscholar.org/author/Theodore-H.-Moskovitz/52499910']","[{'Publications': '29', 'h-index': '16', 'Citations': '9,069', 'Highly Influential Citations': '1,198'}, {'Publications': '230', 'h-index': '55', 'Citations': '17,700', 'Highly Influential Citations': '2,829'}, {'Publications': '18', 'h-index': '8', 'Citations': '509', 'Highly Influential Citations': '123'}, {'Publications': '11', 'h-index': '2', 'Citations': '38', 'Highly Influential Citations': '5'}]"
"Deep Encoder, Shallow Decoder: Reevaluating Non-autoregressive Machine Translation","['https://www.semanticscholar.org/author/Nikolaos-Pappas/143958923', 'https://www.semanticscholar.org/author/Jungo-Kasai/11348687', 'https://www.semanticscholar.org/author/Noah-A.-Smith/1685669', 'https://www.semanticscholar.org/author/James-Cross/2059363961']","[{'Publications': '39', 'h-index': '15', 'Citations': '860', 'Highly Influential Citations': '116'}, {'Publications': '24', 'h-index': '11', 'Citations': '401', 'Highly Influential Citations': '55'}, {'Publications': '54', 'h-index': '15', 'Citations': '887', 'Highly Influential Citations': '99'}, {'Publications': '18', 'h-index': '8', 'Citations': '323', 'Highly Influential Citations': '49'}]"
Auto Seg-Loss: Searching Metric Surrogates for Semantic Segmentation,"['https://www.semanticscholar.org/author/Jifeng-Dai/3304536', 'https://www.semanticscholar.org/author/Xizhou-Zhu/2578924', 'https://www.semanticscholar.org/author/Gao-Huang/143983679', 'https://www.semanticscholar.org/author/H.-Li/2733405', 'https://www.semanticscholar.org/author/Xiaogang-Wang/93768810', 'https://www.semanticscholar.org/author/Chenxin-Tao/150959424']","[{'Publications': '56', 'h-index': '26', 'Citations': '11,327', 'Highly Influential Citations': '1,536'}, {'Publications': '17', 'h-index': '11', 'Citations': '1,715', 'Highly Influential Citations': '290'}, {'Publications': '73', 'h-index': '26', 'Citations': '20,653', 'Highly Influential Citations': '3,288'}, {'Publications': '162', 'h-index': '12', 'Citations': '1,070', 'Highly Influential Citations': '100'}, {'Publications': '78', 'h-index': '29', 'Citations': '4,360', 'Highly Influential Citations': '662'}, {'Publications': '2', 'h-index': '2', 'Citations': '37', 'Highly Influential Citations': '7'}]"
Predicting Infectiousness for Proactive Contact Tracing,"['https://www.semanticscholar.org/author/Y.-Bengio/1865800402', 'https://www.semanticscholar.org/author/Andrew-Williams/2110116751', 'https://www.semanticscholar.org/author/Prateek-Gupta/1571223116']","[{'Publications': '47', 'h-index': '6', 'Citations': '338', 'Highly Influential Citations': '17'}, {'Publications': '2', 'h-index': '1', 'Citations': '4', 'Highly Influential Citations': '0'}, {'Publications': '11', 'h-index': '3', 'Citations': '19', 'Highly Influential Citations': '0'}]"
Efficient Inference of Flexible Interaction in Spiking-neuron Networks,"['https://www.semanticscholar.org/author/Yixuan-Zhang/2108247953', 'https://www.semanticscholar.org/author/Feng-Zhou/145649740']","[{'Publications': '4', 'h-index': '1', 'Citations': '1', 'Highly Influential Citations': '0'}, {'Publications': '115', 'h-index': '11', 'Citations': '415', 'Highly Influential Citations': '37'}]"
Graph Information Bottleneck for Subgraph Recognition,"['https://www.semanticscholar.org/author/Ran-He/2053864760', 'https://www.semanticscholar.org/author/Yatao-Bian/2419616', 'https://www.semanticscholar.org/author/Junzhou-Huang/50882910', 'https://www.semanticscholar.org/author/Yu-Rong/48537464', 'https://www.semanticscholar.org/author/Junchi-Yu/1932140837', 'https://www.semanticscholar.org/author/Tingyang-Xu/1754673']","[{'Publications': '4', 'h-index': '1', 'Citations': '5', 'Highly Influential Citations': '0'}, {'Publications': '25', 'h-index': '6', 'Citations': '93', 'Highly Influential Citations': '14'}, {'Publications': '75', 'h-index': '15', 'Citations': '1,097', 'Highly Influential Citations': '159'}, {'Publications': '55', 'h-index': '14', 'Citations': '947', 'Highly Influential Citations': '146'}, {'Publications': '8', 'h-index': '3', 'Citations': '41', 'Highly Influential Citations': '3'}, {'Publications': '48', 'h-index': '11', 'Citations': '593', 'Highly Influential Citations': '94'}]"
Private Post-GAN Boosting,"['https://www.semanticscholar.org/author/M.-Neunhoeffer/104372622', 'https://www.semanticscholar.org/author/Z.-Wu/1768074', 'https://www.semanticscholar.org/author/C.-Dwork/1781565']","[{'Publications': '6', 'h-index': '4', 'Citations': '27', 'Highly Influential Citations': '1'}, {'Publications': '83', 'h-index': '23', 'Citations': '1,708', 'Highly Influential Citations': '119'}, {'Publications': '212', 'h-index': '72', 'Citations': '39,891', 'Highly Influential Citations': '4,302'}]"
Learning Associative Inference Using Fast Weight Memory,"['https://www.semanticscholar.org/author/Imanol-Schlag/35328044', 'https://www.semanticscholar.org/author/J.-Schmidhuber/145341374', 'https://www.semanticscholar.org/author/Tsendsuren-Munkhdalai/2227827']","[{'Publications': '9', 'h-index': '5', 'Citations': '99', 'Highly Influential Citations': '6'}, {'Publications': '451', 'h-index': '90', 'Citations': '98,969', 'Highly Influential Citations': '11,680'}, {'Publications': '37', 'h-index': '16', 'Citations': '1,431', 'Highly Influential Citations': '84'}]"
Neural networks with late-phase weights,"['https://www.semanticscholar.org/author/J.-Sacramento/3105061', 'https://www.semanticscholar.org/author/Alexander-Meulemans/1753618449', 'https://www.semanticscholar.org/author/J.-Oswald/145167136', 'https://www.semanticscholar.org/author/Benjamin-F.-Grewe/48117063', 'https://www.semanticscholar.org/author/Seijin-Kobayashi/51194506', 'https://www.semanticscholar.org/author/C.-Henning/2364999']","[{'Publications': '30', 'h-index': '10', 'Citations': '521', 'Highly Influential Citations': '27'}, {'Publications': '6', 'h-index': '2', 'Citations': '19', 'Highly Influential Citations': '2'}, {'Publications': '10', 'h-index': '3', 'Citations': '86', 'Highly Influential Citations': '7'}, {'Publications': '42', 'h-index': '20', 'Citations': '2,660', 'Highly Influential Citations': '138'}, {'Publications': '5', 'h-index': '2', 'Citations': '75', 'Highly Influential Citations': '4'}, {'Publications': '13', 'h-index': '5', 'Citations': '124', 'Highly Influential Citations': '8'}]"
"Physics-aware, probabilistic model order reduction with guaranteed stability","['https://www.semanticscholar.org/author/P.-Koutsourelakis/2415520', 'https://www.semanticscholar.org/author/Sebastian-Kaltenbach/113831649']","[{'Publications': '54', 'h-index': '18', 'Citations': '1,328', 'Highly Influential Citations': '42'}, {'Publications': '7', 'h-index': '2', 'Citations': '7', 'Highly Influential Citations': '0'}]"
AdaGCN: Adaboosting Graph Convolutional Networks into Deep Models,"['https://www.semanticscholar.org/author/Zhanxing-Zhu/1703952', 'https://www.semanticscholar.org/author/Ke-Sun/2113847907', 'https://www.semanticscholar.org/author/Zhouchen-Lin/33383055']","[{'Publications': '94', 'h-index': '20', 'Citations': '1,869', 'Highly Influential Citations': '247'}, {'Publications': '10', 'h-index': '5', 'Citations': '82', 'Highly Influential Citations': '14'}, {'Publications': '315', 'h-index': '56', 'Citations': '16,904', 'Highly Influential Citations': '2,563'}]"
Offline Model-Based Optimization via Normalized Maximum Likelihood Estimation,"['https://www.semanticscholar.org/author/Sergey-Levine/1736651', 'https://www.semanticscholar.org/author/Justin-Fu/2550764']","[{'Publications': '422', 'h-index': '96', 'Citations': '42,373', 'Highly Influential Citations': '5,538'}, {'Publications': '23', 'h-index': '13', 'Citations': '1,299', 'Highly Influential Citations': '215'}]"
