author_name,ratings,papers_accepted,papers_rejected,papers_submitted,gender,return_2021,first_author,last_author,first_time_author,gender_of_last_author
Andre Wibisono,"[[6, 6, 6]]",0,1,1,m,0,0,1,1,m
Neale Ratzlaff,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,m
Wei Xu,"[[3, 3, 3], [6, 3, 3], [6, 3, 3], [3, 3, 6]]",0,4,4,m,1,0,1,0,m
Zhenyu Wu,"[[3, 6, 1]]",0,1,1,m,0,1,0,1,m
Hailin Jin,"[[3, 6, 1]]",0,1,1,m,0,0,1,0,m
Jianda Chen,"[[3, 3, 6], [6, 3, 6]]",0,2,2,m,0,1,0,1,m
Sinno Jialin Pan,"[[3, 3, 6], [6, 3, 6]]",0,2,2,m,0,0,1,1,m
Aysegul Dundar,"[[3, 6, 6]]",0,1,1,f,0,1,0,0,m
Bryan Catanzaro,"[[3, 6, 6], [3, 1, 3], [8, 3, 3]]",0,3,3,m,1,0,1,0,m
Eitan Richardson,"[[1, 6, 3]]",0,1,1,m,0,1,0,1,m
Yair Weiss,"[[1, 6, 3]]",0,1,1,m,0,0,1,0,m
Dongsung Huh,"[[6, 6, 1], [6, 6, 1]]",0,2,2,m,0,1,1,1,m
Vinoj Jayasundara,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
David Lo,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Aditya Kanade,"[[6, 3, 6]]",0,1,1,m,0,1,0,0,m
Kensen Shi,"[[6, 3, 6]]",0,1,1,m,1,0,1,1,m
Wenjie Li,"[[3, 3, 1, 3]]",0,1,1,m,1,1,0,0,m
Ping Luo,"[[3, 3, 1, 3], [3, 6, 3]]",0,2,2,m,1,0,1,0,m
Baptiste Angles,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Kwang Moo Yi,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Namuk Park,"[[3, 3, 8]]",0,1,1,m,0,1,0,1,m
Songkuk Kim,"[[3, 3, 8]]",0,1,1,m,0,0,1,1,m
Chaim Baskin,"[[6, 6, 6]]",0,1,1,m,1,1,0,0,m
Kolby Nottingham,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
David Wingate,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
VSR Veeravasarapu,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Maneesh Singh,"[[1, 1, 3]]",0,1,1,m,0,0,1,1,m
You Xie,"[[1, 3]]",0,1,1,m,1,1,0,1,m
Meng Qu,"[[6, 6, 3], [6, 3, 3], [3, 3, 3], [3, 3, 6]]",0,4,4,m,1,1,0,0,m
Uthaipon Tantipongpipat,"[[1, 3]]",0,1,1,m,1,1,0,1,f
Rachel Cummings,"[[1, 3]]",0,1,1,f,0,0,1,1,f
Wenjing Huang,"[[3, 3, 3, 6]]",0,1,1,m,0,1,0,1,m
Lei Xu,"[[3, 3, 3, 6]]",0,1,1,m,0,0,1,1,m
Jalil Taghia,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Thomas Schön,"[[6, 6, 3]]",0,1,1,m,0,0,1,1,m
Koyel Mukherjee,"[[1, 1, 1]]",0,1,1,f,0,1,0,1,m
Ashish Verma,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Uri Alon,"[[6, 6, 1], [6, 3, 3]]",0,2,2,m,1,1,0,0,m
Eran Yahav,"[[6, 6, 1], [6, 3, 3]]",0,2,2,m,1,0,1,0,m
Shishi Qiao,"[[8, 1, 1, 6], [3, 3, 3]]",0,2,2,m,0,1,0,1,m
Xilin Chen,"[[8, 1, 1, 6], [3, 3, 3]]",0,2,2,m,0,0,1,0,m
Jakob Verbeek,"[[3, 3, 6]]",0,1,1,m,0,0,1,0,m
Max Daniels,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Niels Justesen,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Minsu Cho,"[[1, 3, 3]]",0,1,1,m,1,1,0,0,m
Yapeng Tian,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Dingzeyu Li,"[[3, 6, 6]]",0,1,1,m,1,0,1,1,m
Maksym Del,"[[1, 6, 6, 3]]",0,1,1,m,0,1,0,1,m
Mark Fishel,"[[1, 6, 6, 3]]",0,1,1,m,0,0,1,1,m
Naganand Yadati,"[[3, 3, 3], [1, 3, 3]]",0,2,2,m,0,1,1,0,m
Anand Louis,"[[3, 3, 3], [1, 3, 3]]",0,2,2,m,0,0,1,0,m
Rui Zhao,"[[6, 3, 3]]",0,1,1,m,1,1,0,0,m
Gregor N. C. Simm,"[[6, 3, 6]]",0,1,1,m,1,1,0,1,m
Tri Huynh,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Matthew R. Walter,"[[3, 6, 3]]",0,1,1,m,0,0,1,0,m
Thomas Anthony,"[[6, 3, 3], [1, 6, 3, 6]]",0,2,2,m,1,1,0,1,m
Yoram Bachrach,"[[6, 3, 3], [1, 6, 3, 6]]",0,2,2,m,1,1,1,0,m
Nazanin Mehrasa,"[[6, 3, 3]]",0,1,1,f,0,1,0,1,m
Amr Sharaf,"[[1, 1, 3]]",0,1,1,m,1,1,0,0,m
Hal Daumé III,"[[1, 1, 3]]",0,1,1,m,0,0,1,0,m
Ke Tran,"[[3, 6, 3], [3, 6, 3]]",0,2,2,m,0,1,1,0,m
Mohit Prabhushankar,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,m
Petros Faloutsos,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Haonan Qiu,"[[3, 6, 6], [1, 1, 6]]",0,2,2,m,0,1,0,1,f
Kamila Abdiyeva,"[[3, 3, 1]]",0,1,1,f,0,1,0,1,m
Kanat Alimanov,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Huiling Zhu,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Hankz Hankui Zhuo,"[[3, 3, 1], [1, 3, 1, 3]]",0,2,2,m,1,0,1,0,m
Ren Liu,"[[1, 1, 3]]",0,1,1,u,0,1,0,1,f
Xiaoqun Zhang,"[[1, 1, 3]]",0,1,1,f,0,0,1,1,f
Karthik A. Sankararaman,"[[8, 1, 3]]",0,1,1,m,0,1,0,1,m
Hoang NT,"[[6, 1, 6]]",0,1,1,m,1,1,0,1,m
Takanori Maehara,"[[6, 1, 6]]",0,1,1,m,1,0,1,0,m
Daiheng Gao,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,m
Zhenzhi Wu,"[[3, 1, 1]]",0,1,1,m,0,0,1,1,m
Salman Alsubaihi,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Wei Li,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,m
Xiatian Zhu,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Aldo Pacchiano,"[[1, 3, 6]]",0,1,1,m,0,1,0,1,m
Geoff French,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,m
Graham Finlayson,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Bin Yu,"[[6, 3, 3]]",0,1,1,f,0,0,1,0,f
Jonathan Ho,"[[1, 6, 1, 3], [3, 8, 1]]",0,2,2,m,0,1,0,0,m
Tim Salimans,"[[1, 6, 1, 3], [3, 1, 3], [6, 3, 1]]",0,3,3,m,1,0,1,0,m
Erkao Bao,"[[6, 3, 3, 3]]",0,1,1,m,0,1,0,1,m
Linqi Song,"[[6, 3, 3, 3]]",0,1,1,m,1,0,1,1,m
Kacper Piotr Kielak,"[[3, 3, 3], [3, 3, 3]]",0,2,2,m,0,1,1,1,m
Haotian Fu,"[[1, 1, 3]]",0,1,1,u,0,1,0,1,u
Jianye Hao,"[[1, 1, 3]]",0,1,1,u,1,0,1,1,u
Ahmed M. Alaa,"[[3, 6, 3, 6]]",0,1,1,m,0,1,0,1,m
Georg Kohl,"[[6, 3, 8]]",0,1,1,m,0,1,0,1,m
Amit Deshpande,"[[3, 3, 3]]",0,1,1,m,1,1,0,0,m
Akiyoshi Sannai,"[[1, 6, 3], [3, 3, 3]]",0,2,2,m,1,1,0,1,m
Masaaki Imaizumi,"[[1, 6, 3]]",0,1,1,m,1,0,1,0,m
Hongyi Guo,"[[3, 3, 8]]",0,1,1,m,1,0,1,1,m
Moritz Hoffmann,"[[8, 3, 8]]",0,1,1,m,0,1,0,1,m
Frank Noe,"[[8, 3, 8]]",0,1,1,m,1,0,1,1,m
Emrah Adamey,"[[1, 1]]",0,1,1,m,0,1,0,1,m
Jun Ye,"[[1, 1]]",0,1,1,m,0,0,1,1,m
Bingkun Wei,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,f
Shengmei Shen,"[[6, 3, 3]]",0,1,1,f,0,0,1,1,f
Zeyuan Chen,"[[6, 3, 3]]",0,1,1,m,0,1,0,0,m
Christopher G. Healey,"[[6, 3, 3]]",0,1,1,m,0,0,1,0,m
Jakob J. Hollenstein,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,m
Justus Piater,"[[3, 1, 1]]",0,1,1,m,0,0,1,1,m
Santiago Gonzalez,"[[3, 3, 1]]",0,1,1,m,1,1,0,0,f
Bahare Fatemi,"[[3, 6, 1]]",0,1,1,f,1,1,0,1,m
David Poole,"[[3, 6, 1]]",0,1,1,m,0,0,1,1,m
Yuji Roh,"[[3, 3, 3]]",0,1,1,f,1,1,0,1,m
Sebastien Ehrhardt,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,m
Andrea Vedaldi,"[[3, 3, 3], [3, 3, 3]]",0,2,2,m,1,0,1,0,m
THEIVENDIRAM PRANAVAN,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
TERENCE SIM,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Avanti Shrikumar,"[[6, 1, 3]]",0,1,1,f,0,1,0,1,m
Anshul Kundaje,"[[6, 1, 3]]",0,1,1,m,0,0,1,1,m
Omar U. Florez,"[[1, 3, 1], [1, 3, 1], [3, 1, 1]]",0,3,3,m,0,1,1,1,m
Yao Ma,"[[6, 3, 6, 3]]",0,1,1,m,1,1,0,0,m
Christoph Aymanns,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,m
Jakob Foerster,"[[3, 1, 1]]",0,1,1,m,0,0,1,0,m
Mohammad Kachuee,"[[3, 3, 3], [6, 6, 6]]",0,2,2,m,1,1,0,0,m
Majid Sarrafzadeh,"[[3, 3, 3], [6, 6, 6]]",0,2,2,m,1,0,1,0,m
Rafael Valle,"[[3, 1, 3]]",0,1,1,m,1,1,0,0,m
Tianxiao Gao,"[[6, 8, 3]]",0,1,1,m,0,1,0,1,m
Wen Gao,"[[6, 8, 3]]",0,1,1,m,0,0,1,1,m
Jay Morgan,"[[6, 6, 6]]",0,1,1,m,1,1,0,1,m
Christian Klinke,"[[6, 6, 6]]",0,1,1,m,0,0,1,1,m
Nipun Kwatra,"[[6, 3]]",0,1,1,m,1,1,0,1,m
Moritz Hardt,"[[6, 6, 6]]",0,1,1,m,0,0,1,0,m
Prudencio Tossou,"[[6, 3, 8, 3, 6], [6, 1, 6]]",0,2,2,m,0,1,1,1,m
Alexandre Lacoste,"[[6, 3, 8, 3, 6]]",0,1,1,m,1,0,1,0,m
Jinbae Park,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Srini Narayanan,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Hanyang Peng,"[[3, 3, 1]]",0,1,1,u,0,1,0,1,m
Shiqi Yu,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Elman Mansimov,"[[3, 3, 6]]",0,1,1,m,0,1,0,0,m
Kyunghyun Cho,"[[3, 3, 6], [3, 3, 3], [3, 3, 3], [3, 3, 6]]",0,4,4,m,1,0,1,0,m
Menglei Zhang,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,m
Xiang Ling,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,m
Shouling Ji,"[[6, 3, 3]]",0,1,1,m,1,0,1,0,m
Keizo Kato,"[[1, 3, 3]]",0,1,1,m,1,1,0,1,m
Akira Nakagawa,"[[1, 3, 3]]",0,1,1,m,1,0,1,1,m
Defa Zhu,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Guodong Guo,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Isinsu Katircioglu,"[[6, 3, 3]]",0,1,1,f,0,1,0,1,m
Harsh Satija,"[[3, 8, 3]]",0,1,1,m,0,1,0,1,u
xiaofu chang,"[[3, 3, 3]]",0,1,1,u,0,1,0,1,u
yuan qi,"[[3, 3, 3]]",0,1,1,u,0,0,1,1,u
Mohammad Hashir,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Xiaohua Zhai,"[[8, 3, 6]]",0,1,1,m,1,1,0,0,m
Mingtian Zhang,"[[3, 1, 3]]",0,1,1,m,1,1,0,0,m
Alexander Geiger,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Kalyan Veeramachaneni,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Alex A. Alemi,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Rong Ge,"[[1, 3, 8]]",0,1,1,m,1,1,0,0,m
Haoyu Zhao,"[[1, 3, 8]]",0,1,1,m,0,0,1,1,m
Jordan Hoffmann,"[[8, 1, 3], [6, 6, 6]]",0,2,2,m,1,1,0,1,m
Lexing Ying,"[[3, 3, 1], [1, 3, 6]]",0,2,2,m,1,1,1,1,m
Jingyao Tang,"[[6, 1, 3]]",0,1,1,u,0,1,0,1,u
Haoliang Zhao,"[[6, 1, 3]]",0,1,1,u,0,0,1,1,u
Florian Meier,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Yann Lifchitz,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,f
Sylvaine Picard,"[[3, 3, 1]]",0,1,1,f,0,0,1,1,f
Jianhe Yuan,"[[1, 8, 3]]",0,1,1,u,0,1,0,1,m
Zhihai He,"[[1, 8, 3]]",0,1,1,m,0,0,1,1,m
Wu-Jun Li,"[[3, 6, 3], [3, 3, 3]]",0,2,2,u,1,0,1,1,u
Yang Li,"[[3, 1, 3], [6, 3, 6]]",0,2,2,m,1,1,0,0,f
Si Si,"[[3, 1, 3], [6, 3, 6], [6, 1, 3]]",0,3,3,f,1,0,1,0,f
Wanming Huang,"[[1, 3, 1]]",0,1,1,u,0,1,0,1,m
Richard Yi Da Xu,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Oren Katzir,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Daniel Cohen-Or,"[[6, 6, 3]]",0,1,1,m,0,0,1,0,m
Soufiane Hayou,"[[6, 6, 3]]",0,1,1,m,1,1,0,0,f
Judith Rousseau,"[[6, 6, 3]]",0,1,1,f,0,0,1,0,f
David van Niekerk,"[[1, 1, 1], [1, 1, 1]]",0,2,2,m,0,1,1,1,m
Yu Ji,"[[3, 1, 6], [3, 6, 3]]",0,2,2,m,0,1,0,1,m
Youhui Zhang,"[[3, 1, 6]]",0,1,1,m,0,0,1,1,m
Philip Korsunsky,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Shie Mannor,"[[6, 3, 6], [3, 3, 1], [3, 6, 1], [3, 3, 3], [1, 1, 6]]",0,5,5,m,1,0,1,0,m
Michael L. Iuzzolino,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Michael C. Mozer,"[[3, 3, 3], [3, 3, 3]]",0,2,2,m,0,0,1,0,m
Varun Suriyanarayana,"[[1, 3, 1]]",0,1,1,m,0,1,0,1,m
Andrew J. Schaefer,"[[1, 3, 1]]",0,1,1,m,0,0,1,1,m
Andrea Agazzi,"[[6, 6, 3, 3]]",0,1,1,m,1,1,0,1,m
Jianfeng Lu,"[[6, 6, 3, 3], [3, 6, 6]]",0,2,2,m,1,0,1,0,m
Gabriel Kalweit,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Joschka Boedecker,"[[1, 3, 3], [3, 1, 3]]",0,2,2,m,0,0,1,1,m
Emmanuel Noutahi,"[[6, 1, 6]]",0,1,1,m,0,1,0,1,u
Arraamuthan Arulanantham,"[[1, 1, 1]]",0,1,1,u,0,1,0,1,u
Prasanna S. Haddela,"[[1, 1, 1]]",0,1,1,u,0,0,1,1,u
John D. Co-Reyes,"[[1, 3, 3]]",0,1,1,m,0,1,0,0,m
Ruoyu Sun,"[[8, 3, 3], [3, 3, 1]]",0,2,2,m,1,1,1,0,m
Alex Schwing,"[[8, 3, 3]]",0,1,1,m,1,0,1,1,m
Viviane Clay,"[[3, 1, 3]]",0,1,1,f,0,1,0,1,m
Gordon Pipa,"[[3, 1, 3]]",0,1,1,m,0,0,1,1,m
Katsuhiko Ishiguro,"[[3, 6, 6], [3, 3, 3], [3, 3, 3]]",0,3,3,m,1,1,0,1,m
Masanori Koyama,"[[3, 6, 6]]",0,1,1,m,1,0,1,0,m
Stefan Oehmcke,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Fabian Gieseke,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Omry Cohen,"[[1, 3, 8]]",0,1,1,m,0,1,0,1,m
Zohar Ringel,"[[1, 3, 8]]",0,1,1,m,1,0,1,0,m
Abel Roy,"[[1, 6]]",0,1,1,m,0,1,0,1,m
Louzoun Yoram,"[[1, 6]]",0,1,1,m,0,0,1,1,m
Taimoor Tariq,"[[3, 6, 3, 3]]",0,1,1,m,0,1,0,1,m
Ruihan Zhao,"[[1, 3, 3]]",0,1,1,m,1,1,0,1,m
Dongsoo Lee,"[[3, 1, 3], [8, 3, 3], [3, 6, 3]]",0,3,3,m,1,1,0,0,m
Gu-Yeon Wei,"[[3, 1, 3], [8, 3, 3], [3, 6, 3]]",0,3,3,m,0,0,1,0,m
Sasha Salter,"[[3, 1, 3], [3, 1, 3]]",0,2,2,m,1,1,0,1,m
Feng Liu,"[[1, 8, 3]]",0,1,1,m,0,1,0,0,f
Christina Winkler,"[[3, 6, 6]]",0,1,1,f,0,1,0,1,m
Eric Nalisnick,"[[3, 6, 6]]",0,1,1,m,1,1,0,0,m
Masayoshi Kubo,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,f
Momose Oyama,"[[3, 3, 1]]",0,1,1,f,0,0,1,1,f
Chris Finlay,"[[3, 6, 3], [1, 6, 6], [1, 3, 3]]",0,3,3,m,1,1,0,0,m
Adam M Oberman,"[[3, 6, 3], [1, 3, 3]]",0,2,2,m,1,0,1,1,m
Parsa Mahmoudieh,"[[3, 3, 1]]",0,1,1,m,0,1,0,0,m
Deepak Pathak,"[[3, 3, 1]]",0,1,1,m,1,0,1,0,m
Hartmut Maennel,"[[3, 6, 1]]",0,1,1,m,0,1,0,1,m
Alexandru Țifrea,"[[3, 6, 1]]",0,1,1,m,1,0,1,1,m
Mathilde Caron,"[[1, 3, 6, 3]]",0,1,1,f,0,1,0,1,m
Kin Gutierrez,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Artur Dubrawski,"[[6, 3, 3]]",0,1,1,m,1,0,1,1,m
Sebastien Foucher,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,f
Barbara Solenthaler,"[[1, 3, 3]]",0,1,1,f,0,0,1,1,f
Daniel A. Abolafia,"[[1, 1, 1]]",0,1,1,m,0,1,0,0,m
Zeyu Jia,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,f
Seoyoung Ahn,"[[6, 6, 6]]",0,1,1,f,0,1,0,1,m
Gary Lupyan,"[[6, 6, 6]]",0,1,1,m,0,0,1,1,m
Zeyu Zheng,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,m
Satinder Singh,"[[6, 6, 6], [1, 6, 3, 6], [6, 6, 3]]",0,3,3,m,1,0,1,0,m
Riley Simmons-Edler,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Daniel Lee,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Ari Pakman,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Liam Paninski,"[[3, 6, 6]]",0,1,1,m,0,0,1,0,m
Quan Vuong,"[[3, 1, 3]]",0,1,1,-1,0,1,0,0,u
Henrik Iskov Christensen,"[[3, 1, 3]]",0,1,1,-1,0,0,1,1,u
chun-ting liu,"[[1, 3, 3], [1, 3, 3]]",0,2,2,m,0,1,1,1,m
Feng Ni,"[[3, 3], [3, 3]]",0,2,2,m,0,1,1,1,m
Colin White,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Yash Savani,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Joe Davison,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Soumya Ghosh,"[[6, 3, 3]]",0,1,1,m,0,0,1,0,m
Chen Tessler,"[[3, 3, 1], [1, 1, 6]]",0,2,2,m,0,1,0,0,m
Sang Michael Xie*,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Tim C. Kietzmann,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Chih-Yao Ma,"[[3, 6, 6]]",0,1,1,m,1,1,0,0,m
Zsolt Kira,"[[3, 6, 6], [3, 3, 1]]",0,2,2,m,1,0,1,0,m
Dami Choi,"[[1, 6, 6], [6, 3, 3]]",0,2,2,f,0,1,0,0,m
George E. Dahl,"[[1, 6, 6], [6, 3, 3]]",0,2,2,m,0,0,1,0,m
Alan Lockett,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Paul Pfaffinger,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Pratyush Maini,"[[3, 6, 1]]",0,1,1,m,1,1,0,1,m
Zico Kolter,"[[3, 6, 1]]",0,1,1,m,0,0,1,0,m
Kaitao Song,"[[3, 6, 6]]",0,1,1,m,1,1,0,1,m
Zhen Xu,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Chengjie Sun,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Nir Baram,"[[3, 6, 1]]",0,1,1,m,0,1,0,0,m
Youngwoo Cho,"[[1, 6, 3]]",0,1,1,m,1,1,0,1,m
Xingyu Lou,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,f
Jing Xiao,"[[1, 1, 3]]",0,1,1,f,1,0,1,1,f
Henrik Høeg,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Oswin Krause,"[[1, 1, 3]]",0,1,1,m,1,0,1,1,m
Sahand Sharifzadeh,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Volker Tresp,"[[6, 3, 3], [6, 3, 3], [1, 3, 3]]",0,3,3,m,1,0,1,0,m
Isabella Pozzi,"[[6, 6, 1]]",0,1,1,f,0,1,0,0,m
Pieter R. Roelfsema,"[[6, 6, 1]]",0,1,1,m,0,0,1,1,m
Minghong Yao,"[[8, 1, 1]]",0,1,1,m,0,1,0,1,f
Shafei Wang,"[[8, 1, 1]]",0,1,1,f,0,0,1,1,f
Thalaiyasingam Ajanthan,"[[3, 6, 3, 8]]",0,1,1,m,1,1,0,0,m
Michael Moor,"[[6, 8, 3], [6, 6, 3]]",0,2,2,m,0,1,0,0,m
Karsten Borgwardt,"[[6, 8, 3], [6, 6, 3]]",0,2,2,m,0,0,1,0,m
Pengfei Chen,"[[3, 6, 8, 3]]",0,1,1,m,1,1,0,0,m
Pheng Ann Heng,"[[3, 6, 8, 3]]",0,1,1,m,0,0,1,1,m
Zhihao Jia,"[[3, 6, 6], [3, 1, 3]]",0,2,2,m,0,1,0,0,m
Alex Aiken.,"[[3, 6, 6]]",0,1,1,m,0,0,1,1,m
Wonmin Byeon,"[[3, 3, 3]]",0,1,1,f,0,1,0,1,m
Jan Kautz,"[[3, 3, 3], [1, 8, 8]]",0,2,2,m,1,0,1,0,m
Jonathan Aigrain,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Marcin Detyniecki,"[[1, 1, 3]]",0,1,1,m,0,0,1,1,m
Dongda Li,"[[1, 3, 6]]",0,1,1,m,0,1,0,1,m
Francis Lau,"[[1, 3, 6]]",0,1,1,m,0,0,1,1,m
Yeabsira Asefa Ashengo,"[[1, 1, 1]]",0,1,1,-1,0,1,0,1,u
Surafel Lemma Abebe,"[[1, 1, 1]]",0,1,1,-1,0,0,1,1,u
Hamed Khorasgani,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Susumu Serita,"[[6, 3, 3]]",0,1,1,m,0,0,1,1,m
Zuyuan Zhong,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Hongge Chen,"[[6, 3, 6]]",0,1,1,m,1,1,0,1,m
Jiaye Teng,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,m
Yang Yuan,"[[6, 3, 3], [6, 6, 3]]",0,2,2,m,0,0,1,0,m
Quoc Le,"[[3, 3, 6]]",0,1,1,m,0,0,1,0,m
Kense Todo,"[[3, 3]]",0,1,1,m,0,1,0,1,m
Masayuki Yamamura,"[[3, 3]]",0,1,1,m,0,0,1,1,m
Micha Livne,"[[1, 1, 6]]",0,1,1,m,0,1,0,1,m
David J. Fleet,"[[1, 1, 6]]",0,1,1,m,0,0,1,0,m
Tomer Galanti,"[[6, 6, 3]]",0,1,1,m,0,1,0,0,f
Sheena Panthaplackel,"[[6, 3, 6]]",0,1,1,f,0,1,0,1,m
Subhojeet Pramanik,"[[6, 1, 3]]",0,1,1,m,0,1,0,1,m
Aman Hussain,"[[6, 1, 3]]",0,1,1,m,0,0,1,1,m
Peiqi Wang,"[[3, 6, 3]]",0,1,1,f,0,1,0,1,m
Yizhe Wu,"[[3, 1, 3]]",0,1,1,m,1,1,0,1,m
Thanh-Tung Nguyen,"[[6, 3, 8]]",0,1,1,m,0,0,1,1,m
Lorenzo Luzi,"[[3, 1, 3]]",0,1,1,m,1,1,0,1,m
Richard Baraniuk,"[[3, 1, 3]]",0,1,1,m,1,0,1,0,m
Nan Rosemary Ke,"[[6, 8, 3]]",0,1,1,f,1,1,0,0,m
Wah Loon Keng,"[[3, 8, 3]]",0,1,1,m,0,1,0,1,m
Milan Cvitkovic,"[[3, 8, 3]]",0,1,1,m,0,0,1,0,m
Yue Zhao,"[[3, 3, 1]]",0,1,1,m,1,1,0,1,m
Ludan Kou,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Xian Wu,"[[1, 3, 6]]",0,1,1,m,0,1,0,0,m
Md Aamir Raihan,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Tor M. Aamodt,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Eunju Cha,"[[6, 1, 3]]",0,1,1,f,0,1,0,1,m
Jong Chul Ye,"[[6, 1, 3]]",0,1,1,m,0,0,1,1,m
Yuan Yin,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,m
Patrick Gallinari,"[[3, 3, 6], [8, 3, 3], [6, 3, 6], [3, 6, 6]]",0,4,4,m,0,0,1,0,m
Amit Boyarski,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Alex Bronstein,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Xingyu Lu,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Stas Tiomkin,"[[3, 3, 3], [3, 1, 3]]",0,2,2,m,1,0,1,1,m
Jennifer Hobbs,"[[1, 6, 3]]",0,1,1,f,0,1,0,1,m
Patrick Lucey,"[[1, 6, 3]]",0,1,1,m,0,0,1,0,m
Jianbo Jiao,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Geraud Nangue Tasse,"[[8, 3, 3]]",0,1,1,m,0,1,0,1,m
Benjamin Rosman,"[[8, 3, 3], [1, 6, 1]]",0,2,2,m,1,0,1,0,m
Michela Paganini,"[[1, 3, 3]]",0,1,1,f,0,1,0,1,f
Jessica Forde,"[[1, 3, 3]]",0,1,1,f,0,0,1,1,f
