author_name,ratings,papers_accepted,papers_rejected,papers_submitted,gender,return_2021,first_author,last_author,first_time_author,gender_of_last_author
Alex X. Lee,"[[8, 3, 3]]",0,1,1,m,0,1,0,0,m
Rob Cornish,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Arnaud Doucet,"[[3, 3, 1]]",0,1,1,m,1,0,1,0,m
Hao Liu,"[[3, 6, 3]]",0,1,1,m,1,1,0,0,f
Qing Sun,"[[3, 3, 3]]",0,1,1,f,0,1,0,0,m
Dmitriy Genzel,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Xingyu Lin,"[[3, 1, 3]]",0,1,1,m,0,1,0,0,m
David Held,"[[3, 1, 3]]",0,1,1,m,1,0,1,0,m
Soumith Chintala,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Wenqi Shao,"[[3, 6, 3]]",0,1,1,m,1,1,0,0,m
Christian Bueno,"[[8, 3, 3]]",0,1,1,m,0,1,0,1,m
Alan G. Hylton,"[[8, 3, 3]]",0,1,1,m,0,0,1,1,m
Nuniyat Kifle,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Ermias Abebe,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Ekaterina Nikonova,"[[1, 3, 3]]",0,1,1,f,0,1,0,1,m
Jochen Renz,"[[1, 3, 3]]",0,1,1,m,0,0,1,1,m
Nikunj Saunshi,"[[3, 3, 6]]",0,1,1,m,1,0,1,0,m
Paul Pu Liang,"[[3, 3, 6], [6, 3, 3], [1, 3, 3]]",0,3,3,m,1,1,0,0,m
Amr Ahmed,"[[3, 3, 6]]",0,1,1,m,1,0,1,0,m
Edward Beeching,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Olivier Simonin,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Muhammad Rizki Maulana,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Lee Wee Sun,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Jakub Świątkowski,"[[3, 1, 3], [6, 3, 1]]",0,2,2,m,0,1,0,1,m
Sebastian Nowozin,"[[3, 1, 3], [6, 3, 1]]",0,2,2,m,0,0,1,0,m
Ian Covert,"[[3, 1, 6]]",0,1,1,m,0,1,0,1,m
Aleksei Kuvshinov,"[[3, 8, 6]]",0,1,1,m,0,1,0,1,m
Stephan Guennemann,"[[3, 8, 6]]",0,1,1,m,0,0,1,1,m
Tyler B. Johnson,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Carlos Guestrin,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Samarth Sinha,"[[3, 6, 6]]",0,1,1,m,1,1,0,1,m
Kai Lagemann,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Frank Hees,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
YoungJoon Yoo,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Jung Woo Ha,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Alexander Levine,"[[3, 1, 3]]",0,1,1,m,1,1,0,1,m
Joachim Sicking,"[[1, 3, 1]]",0,1,1,m,1,1,0,1,m
Tim Wirtz,"[[1, 3, 1]]",0,1,1,m,1,0,1,1,m
Shixian Wen,"[[1, 3, 3]]",0,1,1,m,0,1,0,0,m
Laurent Itti,"[[1, 3, 3]]",0,1,1,m,1,0,1,0,m
Tom Zahavy,"[[3, 3, 3]]",0,1,1,m,1,1,0,0,m
Markus Zopf,"[[3, 1, 1], [3, 1, 1]]",0,2,2,m,0,1,1,1,m
Sun Minni,"[[6, 6, 8]]",0,1,1,f,0,1,0,1,m
Guangyu Robert Yang,"[[6, 6, 8]]",0,1,1,m,0,0,1,1,m
Xi Chen,"[[3, 3, 3]]",0,1,1,m,1,1,0,0,m
Patric Jensfelt,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Wei-Ning Hsu,"[[6, 3, 3]]",0,1,1,m,1,1,0,0,m
Awni Hannun,"[[6, 3, 3]]",0,1,1,m,1,0,1,1,m
Francisco M. Garcia,"[[3, 6, 1]]",0,1,1,m,0,1,0,1,m
Philip S. Thomas,"[[3, 6, 1]]",0,1,1,m,0,0,1,1,m
Tianhang Zheng,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Jinhui Xu,"[[3, 1, 3]]",0,1,1,m,1,0,1,1,m
Thomas Sanchez,"[[3, 3, 3, 3]]",0,1,1,m,0,1,0,1,f
Yunhui Long,"[[3, 1, 8]]",0,1,1,f,0,1,0,1,m
Isaac Dunn,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Daniel Kroening,"[[3, 6, 6]]",0,1,1,m,0,0,1,0,m
zizhang.wu,"[[1, 1, 1], [1, 1, 1]]",0,2,2,m,0,1,1,1,m
Leonard Berrada,"[[1, 6, 6, 6]]",0,1,1,m,0,1,0,0,m
Pawan M. Kumar,"[[1, 6, 6, 6]]",0,1,1,m,0,0,1,1,m
Thomas Flynn,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Nicholas D'Imperio,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Joonatan Mänttäri*,"[[6, 1, 3]]",0,1,1,m,0,1,0,1,f
Hedvig Kjellström,"[[6, 1, 3]]",0,1,1,f,0,0,1,1,f
Andreas Georgiou,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Gunnar Rätsch,"[[3, 3, 1]]",0,1,1,m,0,0,1,0,m
Vitchyr H. Pong,"[[6, 3, 6]]",0,1,1,m,1,1,0,1,m
Piotr Miłoś,"[[3, 6, 1]]",0,1,1,m,1,1,0,1,m
Maciej Klimek,"[[3, 6, 1]]",0,1,1,m,0,0,1,1,m
Alexander Gepperth,"[[3, 3, 1]]",0,1,1,m,1,1,0,1,m
Benedikt Pfülb,"[[3, 3, 1]]",0,1,1,m,1,0,1,1,m
Lawrence Neal,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,f
Xiaoli Fern,"[[3, 3, 3]]",0,1,1,f,0,0,1,0,f
Chao Gao,"[[6, 3, 6]]",0,1,1,m,0,1,0,0,m
Shangling Jui,"[[6, 3, 6]]",0,1,1,m,1,0,1,1,m
Mark Goldstein*,"[[3, 8, 3]]",0,1,1,m,0,1,0,1,m
Zhang-Wei Hong,"[[3, 8, 6]]",0,1,1,m,1,1,0,0,m
Guilherme Maeda,"[[3, 8, 6]]",0,1,1,m,0,0,1,1,m
Mingyang Yi,"[[1, 1, 1], [3, 1, 6]]",0,2,2,m,1,1,0,0,m
Aidan Curtis,"[[3, 1, 6]]",0,1,1,m,0,1,0,1,m
Dan Yamins,"[[3, 1, 6]]",0,1,1,m,0,0,1,1,m
Said ouala,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Chenguang Zhu,"[[6, 1, 6], [8, 8, 6], [3, 3, 3]]",0,3,3,m,1,1,0,0,m
Xuedong Huang,"[[6, 1, 6], [8, 8, 6], [3, 3, 3]]",0,3,3,m,0,0,1,1,m
Manu V Nair,"[[6, 6, 1]]",0,1,1,m,0,1,0,1,m
Giacomo Indiveri,"[[6, 6, 1]]",0,1,1,m,0,0,1,1,m
Uriya Pesso,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Meir Feder,"[[3, 1, 3]]",0,1,1,m,0,0,1,1,m
Benjamin Letham,"[[3, 1, 3]]",0,1,1,m,0,1,0,1,m
Eytan Bakshy,"[[3, 1, 3]]",0,1,1,m,0,0,1,1,m
Kanghan Oh,"[[1, 1, 3]]",0,1,1,f,0,1,0,1,m
Il-Seok Oh,"[[1, 1, 3]]",0,1,1,m,0,0,1,1,m
Wendelin Boehmer,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,m
Kevin Roth,"[[1, 3, 8], [6, 3, 1]]",0,2,2,m,0,1,0,0,m
Thomas Hofmann,"[[1, 3, 8]]",0,1,1,m,0,0,1,0,m
Ehsan Amid,"[[3, 1, 3]]",0,1,1,m,1,1,0,0,m
Manfred K. Warmuth,"[[3, 1, 3]]",0,1,1,m,0,0,1,0,m
Azadeh Sadat Mozafari,"[[3, 1, 6]]",0,1,1,f,0,1,0,0,m
Christian Gagne,"[[3, 1, 6]]",0,1,1,m,0,0,1,1,m
Xujiang Zhao,"[[3, 3, 3], [6, 3]]",0,2,2,m,0,1,0,1,f
jin-Hee Cho,"[[3, 3, 3]]",0,1,1,f,0,0,1,1,f
Linh Tran,"[[6, 3, 1]]",0,1,1,f,0,1,0,1,m
Rodolphe Jenatton,"[[6, 3, 1]]",0,1,1,m,1,0,1,1,m
Yangzi Guo,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Adrian Barbu,"[[3, 6, 3]]",0,1,1,m,1,0,1,1,m
Xue Bin Peng,"[[6, 3, 6]]",0,1,1,m,1,1,0,0,m
Felipe Petroski Such,"[[3, 6, 6]]",0,1,1,m,1,1,0,0,m
Jeff Clune,"[[3, 6, 6]]",0,1,1,m,1,0,1,0,m
Gergely Flamich,"[[3, 3, 6, 1]]",0,1,1,m,0,1,0,1,m
Lakshya Jain,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Ryoma Sato,"[[6, 3, 6]]",0,1,1,m,1,1,0,1,m
Hisashi Kashima,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Liwei Wu,"[[1, 6, 6]]",0,1,1,m,0,1,0,1,m
James Sharpnack,"[[1, 6, 6]]",0,1,1,m,0,0,1,1,m
Zhenwei Dai,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Anshumali Shrivastava,"[[3, 6, 6], [6, 1, 3, 3, 3]]",0,2,2,m,1,0,1,0,m
Yuchen Ge,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,u
PeiYang,"[[3, 3, 3]]",0,1,1,u,0,0,1,1,u
Antonio Loquercio,"[[6, 1, 3]]",0,1,1,m,0,1,0,1,m
Davide Scaramuzza,"[[6, 1, 3]]",0,1,1,m,0,0,1,1,m
Yoshihiro Nagano,"[[3, 3, 8]]",0,1,1,m,0,1,0,1,m
Aditya Bhatt,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Xianfeng Liang,"[[3, 1, 6]]",0,1,1,m,0,1,0,1,m
Enhong Chen,"[[3, 1, 6]]",0,1,1,m,0,0,1,0,m
Eun saem Lee,"[[1, 1, 1]]",0,1,1,f,0,1,0,1,f
Hyung Ju Hwang,"[[1, 1, 1]]",0,1,1,f,1,0,1,0,f
Xiyuan Zhang,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Piotr Indyk,"[[6, 6, 3]]",0,1,1,m,1,0,1,0,m
Ange Tato,"[[3, 3, 1]]",0,1,1,f,0,1,0,1,m
Roger Nkambou,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Qi Qi,"[[6, 6, 3]]",0,1,1,f,0,1,0,1,m
Chengxu Zhuang,"[[3, 6, 6], [3, 3, 3]]",0,2,2,m,1,1,0,1,m
Daniel Yamins,"[[3, 6, 6], [3, 3, 3]]",0,2,2,m,1,0,1,1,m
Sophia Sanborn,"[[1, 6, 3]]",0,1,1,f,0,1,0,1,m
Thomas Griffiths,"[[1, 6, 3]]",0,1,1,m,1,0,1,0,m
Xin Ye,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Yezhou Yang,"[[3, 3, 3]]",0,1,1,m,1,0,1,1,m
Yuzhou Chen,"[[6, 3, 8]]",0,1,1,m,0,1,0,1,m
Konstantin Avrachenkov,"[[6, 3, 8]]",0,1,1,m,0,0,1,1,m
Stephen Phillips,"[[3, 6, 3]]",0,1,1,m,0,1,0,0,m
Kostas Daniilidis,"[[3, 6, 3], [1, 3, 1]]",0,2,2,m,1,0,1,0,m
Jianyi Zhou,"[[8, 6, 3]]",0,1,1,u,0,1,0,1,f
Dan Hao,"[[8, 6, 3]]",0,1,1,f,0,0,1,1,f
Seifedin Shifaw Mohamed,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Solomon Teferra Abate (PhD),"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Johan Bjorck,"[[3, 6, 3]]",0,1,1,m,1,1,0,1,m
Kilian Weinberger,"[[3, 6, 3]]",0,1,1,m,0,0,1,0,m
Nannan Li,"[[6, 1, 6]]",0,1,1,f,0,1,0,1,m
Zhenzhong Chen,"[[6, 1, 6]]",0,1,1,m,0,0,1,1,m
Rabeeh Karimi Mahabadi*,"[[6, 6, 6]]",0,1,1,f,0,1,0,1,m
James Henderson,"[[6, 6, 6], [3, 6, 1]]",0,2,2,m,1,0,1,0,m
Zhichao Han,"[[6, 3, 3]]",0,1,1,m,0,1,0,1,f
Hong Cheng,"[[6, 3, 3]]",0,1,1,f,1,0,1,1,f
JongMok Kim,"[[1, 1]]",0,1,1,m,0,1,0,1,m
Hyunwoo Park,"[[1, 1]]",0,1,1,m,0,0,1,1,m
Lukas Hahne,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
David Kappel,"[[3, 3, 1]]",0,1,1,m,0,0,1,0,m
Ephrem Tadesse,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,m
Kuulaa Qaqqabaa,"[[3, 1, 1]]",0,1,1,m,0,0,1,1,m
sileye ba,"[[1, 1, 3], [1, 1, 3]]",0,2,2,m,0,1,1,1,m
Jörn-Henrik Jacobsen,"[[3, 6, 6], [6, 3, 3]]",0,2,2,m,0,1,1,0,m
Holger Schwenk,"[[3, 6, 8, 3]]",0,1,1,m,0,1,0,1,m
Francisco Guzmán,"[[3, 6, 8, 3]]",0,1,1,m,0,0,1,1,m
Sercan O. Arik,"[[3, 6, 3], [6, 6], [6, 3, 3], [3, 3]]",0,4,4,m,0,1,0,0,m
Damien Sileo,"[[6, 6, 6]]",0,1,1,m,0,1,0,0,m
Philippe Muller,"[[6, 6, 6]]",0,1,1,m,0,0,1,0,m
Zichao Guo,"[[6, 8, 6]]",0,1,1,m,0,1,0,1,m
Ross Goroshin,"[[3, 3, 1]]",0,1,1,m,0,1,0,0,m
Debidatta Dwibedi,"[[3, 3, 1]]",0,1,1,m,0,0,1,0,m
Haoli Zhang,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Akul Goyal,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Arash Mehrjou,"[[1, 1, 3, 1]]",0,1,1,m,1,1,0,0,m
Russell Mendonca,"[[3, 6, 3]]",0,1,1,m,1,1,0,0,f
Yufei Cui,"[[3, 3, 6]]",0,1,1,f,0,1,0,1,m
Chun Jason Xue,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Ilan Price,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Jared Tanner,"[[3, 6, 3]]",0,1,1,m,0,0,1,1,m
Leonard Adolphs,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,m
Aurelien Lucchi,"[[3, 3, 6]]",0,1,1,m,1,0,1,0,m
Adrian Bulat,"[[6, 6, 6]]",0,1,1,m,1,1,0,0,f
Maja Pantic,"[[6, 6, 6]]",0,1,1,f,1,0,1,0,f
Zoe Piran,"[[3, 6, 3]]",0,1,1,f,0,1,0,1,m
Naftali Tishby,"[[3, 6, 3]]",0,1,1,m,0,0,1,0,m
Ashwin Kalyan,"[[3, 8, 3]]",0,1,1,m,0,1,0,0,m
Adam Tauman Kalai,"[[3, 8, 3]]",0,1,1,m,0,0,1,1,m
Inseop Chung,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,m
Nojun Kwak,"[[3, 3, 6]]",0,1,1,m,1,0,1,0,m
Ahmet Iscen,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,f
Nancy Fulda,"[[1, 1, 3], [1, 1, 3]]",0,2,2,f,0,1,1,1,f
Noah Gamboa,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Ardavan Pedram,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Ying Da Wang,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Peyman Mostaghimi,"[[1, 1, 3]]",0,1,1,m,0,0,1,1,m
Zhuliang Yao,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
Hsuan-Kung Yang,"[[6, 3, 3]]",0,1,1,m,1,1,0,1,m
Chun-Yi Lee,"[[6, 3, 3], [1, 1, 3]]",0,2,2,m,1,0,1,0,m
Anwesa Choudhuri,"[[3, 3, 3]]",0,1,1,f,0,1,0,1,m
Alexander Schwing,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Shalin Shah,"[[1, 1, 1]]",0,1,1,m,0,1,0,1,m
Venkataramana Kini,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Xinjie Lan,"[[6, 6, 8]]",0,1,1,m,0,1,0,1,m
Kenneth E. Barner,"[[6, 6, 8]]",0,1,1,m,0,0,1,1,m
Adam M. Oberman,"[[1, 6, 6]]",0,1,1,m,0,0,1,0,m
Ziyi Yang,"[[8, 8, 6]]",0,1,1,m,1,1,0,0,m
Eric Darve,"[[8, 8, 6]]",0,1,1,m,1,0,1,1,m
Sruthi Gorantla,"[[1, 3, 3]]",0,1,1,f,0,1,0,1,m
Sean M. Hendryx,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Clayton T. Morrison,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Haiyan Yin,"[[6, 3, 6]]",0,1,1,f,0,1,0,1,m
Nicholas I-Hsien Kuo,"[[1, 1, 1]]",0,1,1,m,1,1,0,1,f
Hanna Suominen,"[[1, 1, 1]]",0,1,1,f,1,0,1,0,f
Ruobing Shen,"[[1, 3, 3, 3]]",0,1,1,m,0,1,0,1,m
Thomas Guthier,"[[1, 3, 3, 3]]",0,1,1,m,0,0,1,1,m
Norbert Kis-Szabó,"[[1, 3]]",0,1,1,m,0,0,1,1,m
Zhe Wang,"[[8, 6, 1]]",0,1,1,m,1,1,0,1,m
Bernd Girod,"[[8, 6, 1]]",0,1,1,m,0,0,1,1,m
Justin DeBenedetto,"[[6, 3, 6]]",0,1,1,m,0,1,0,1,m
David Chiang,"[[6, 3, 6]]",0,1,1,m,0,0,1,1,m
Junxiang Wang,"[[1, 6], [1, 3, 3]]",0,2,2,m,0,1,0,1,f
Yanqi Zhou,"[[6, 3, 6]]",0,1,1,f,1,1,0,0,m
James Laudon,"[[6, 3, 6]]",0,1,1,m,1,0,1,1,m
Tung-Long Vuong,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Kenneth Tran,"[[3, 3, 1]]",0,1,1,m,0,0,1,1,m
Cédric Bény,"[[3, 3, 1], [3, 3, 1]]",0,2,2,m,0,1,1,1,m
Steven Dalton,"[[1, 8, 8]]",0,1,1,m,0,1,0,1,m
Iuri Frosio,"[[1, 8, 8]]",0,1,1,m,0,0,1,0,m
Yoonho Lee,"[[3, 3, 3], [1, 3, 3]]",0,2,2,m,0,1,0,0,m
Seungjin Choi,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
T. Nathan Mundhenk,"[[6, 6, 3]]",0,1,1,m,0,1,0,1,m
Gerald Friedland,"[[6, 6, 3]]",0,1,1,m,0,0,1,0,m
Julian Faraone,"[[3, 3, 6]]",0,1,1,m,1,1,0,1,m
Philip Leong,"[[3, 3, 6]]",0,1,1,m,1,0,1,1,m
Ji Wu,"[[3, 3, 3]]",0,1,1,m,1,0,1,1,m
Marcus Pereira,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Evangelos Theodorou,"[[3, 3, 6]]",0,1,1,m,1,0,1,1,m
Li Fei-Fei,"[[6, 3, 6], [1, 3, 3]]",0,2,2,f,0,0,1,0,f
Yuan Cao,"[[3, 6, 6]]",0,1,1,m,1,1,0,0,m
Fu-Ming Guo,"[[6, 6, 6]]",0,1,1,m,0,1,0,1,m
Yanzhi Wang,"[[6, 6, 6]]",0,1,1,m,1,0,1,0,m
Vasileios Lioutas,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Mehdi Rezagholizadeh,"[[3, 3, 3], [3, 1, 3]]",0,2,2,m,1,0,1,0,m
Lech Szymanski,"[[1, 3, 6, 6]]",0,1,1,m,0,1,0,1,m
Craig Atkinson,"[[1, 3, 6, 6]]",0,1,1,m,0,0,1,1,m
Helena Peic Tukuljac,"[[3, 3, 3]]",0,1,1,f,0,1,0,1,m
Pierre Vandergheynst,"[[3, 3, 3]]",0,1,1,m,0,0,1,0,m
Jean-Yves Franceschi,"[[6, 3, 6]]",0,1,1,m,1,1,0,1,m
Mohamed El Amine Seddik,"[[6, 3, 1]]",0,1,1,m,0,1,0,0,m
Romain Couillet,"[[6, 3, 1]]",0,1,1,m,1,0,1,0,m
Najmeh Abiri,"[[1, 1, 1]]",0,1,1,f,0,1,0,1,m
Mattias Ohlsson,"[[1, 1, 1]]",0,1,1,m,0,0,1,1,m
Karen Ullrich,"[[3, 6, 6]]",0,1,1,f,0,1,0,0,m
Martin Mundt,"[[6, 3, 3]]",0,1,1,m,0,1,0,0,m
Visvanathan Ramesh,"[[6, 3, 3]]",0,1,1,m,0,0,1,0,m
N. Joseph Tatro,"[[1, 6, 3]]",0,1,1,m,0,1,0,1,m
Kevin Lu,"[[1, 6, 3]]",0,1,1,m,1,1,0,1,m
Dinghuai Zhang*,"[[1, 1, 3]]",0,1,1,m,0,1,0,1,m
Cong Xie,"[[3, 3, 6]]",0,1,1,m,0,1,0,0,m
Indranil Gupta,"[[3, 3, 6]]",0,1,1,m,0,0,1,0,m
Siavash Haghiri,"[[3, 1, 3, 6]]",0,1,1,m,0,1,0,1,f
Ulrike von Luxburg,"[[3, 1, 3, 6]]",0,1,1,f,0,0,1,1,f
Masoud Badiei Khuzani,"[[1, 6, 6]]",0,1,1,m,0,1,0,1,m
Lei Xing,"[[1, 6, 6], [3, 3, 3]]",0,2,2,m,1,0,1,1,m
Thomas Frerix,"[[1, 3, 3]]",0,1,1,m,0,1,0,0,m
Daniel Cremers,"[[1, 3, 3]]",0,1,1,m,1,0,1,0,m
Deming Yuan,"[[3, 6, 6]]",0,1,1,m,0,1,0,1,m
Guodong Shi,"[[3, 6, 6]]",0,1,1,m,0,0,1,1,m
Luis A. Perez Rey,"[[3, 3, 1]]",0,1,1,m,0,1,0,1,m
Mike Holenderski,"[[3, 3, 1]]",0,1,1,m,1,0,1,1,m
Daniel Duckworth,"[[6, 3, 6]]",0,1,1,m,1,1,0,1,m
Matthew Lyle Olson,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Chun-Nam Yu,"[[3, 3, 6]]",0,1,1,m,0,0,1,0,m
Jingwei Xu,"[[3, 6, 3]]",0,1,1,m,0,1,0,1,m
Zehao Dou,"[[6, 6, 3]]",0,1,1,m,0,1,0,0,m
Xiaotie Deng,"[[6, 6, 3]]",0,1,1,m,0,0,1,1,m
Zhilu Zhang,"[[3, 1, 1]]",0,1,1,m,0,1,0,1,m
Mert R. Sabuncu,"[[3, 1, 1]]",0,1,1,m,0,0,1,1,m
Lucas Caccia,"[[3, 3, 6, 3, 6]]",0,1,1,m,0,1,0,1,m
Laurent Meunier,"[[3, 3, 3]]",0,1,1,m,1,1,0,1,m
Olivier Teytaud,"[[3, 3, 3]]",0,1,1,m,1,0,1,1,m
Antonia Creswell,"[[6, 3, 1]]",0,1,1,f,0,1,0,0,f
Manyuan Zhang，Guanglu Song，Yu Liu，Hang Zhou,"[[3, 1, 6, 6], [3, 1, 6, 6]]",0,2,2,f,0,1,1,1,f
Evan Shelhamer,"[[3, 6, 3]]",0,1,1,m,1,1,0,0,m
Christoph-Nikolas Straehle,"[[6, 6, 1]]",0,1,1,m,0,0,1,1,m
Andrea Dittadi,"[[1, 1, 3]]",0,1,1,m,1,1,0,1,m
Ole Winther,"[[1, 1, 3]]",0,1,1,m,1,0,1,0,m
Muyuan Fang,"[[3, 3, 6]]",0,1,1,f,0,1,0,1,m
Hongwei Wang,"[[3, 6, 1]]",0,1,1,m,1,1,0,0,m
James Smith,"[[8, 3, 8]]",0,1,1,m,1,1,0,1,m
Constantine Dovrolis,"[[8, 3, 8]]",0,1,1,m,1,0,1,1,m
Stefano Spigler,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Matthieu Wyart,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Ran Tian,"[[6, 3, 8, 3]]",0,1,1,m,0,1,0,0,m
Ankur P. Parikh,"[[6, 3, 8, 3]]",0,1,1,m,0,0,1,0,m
Weishi Shi,"[[6, 3]]",0,1,1,m,0,1,0,1,m
Qi Yu,"[[6, 3]]",0,1,1,m,0,0,1,1,m
Yu-Xiong Wang,"[[3, 6, 6], [3, 3, 6]]",0,2,2,m,1,1,0,0,m
Karteek Alahari,"[[3, 6, 6]]",0,1,1,m,1,0,1,1,m
Saeed Amizadeh,"[[1, 6, 3]]",0,1,1,m,0,1,0,0,m
Markus Weimer,"[[1, 6, 3]]",0,1,1,m,0,0,1,0,m
Mingfei Gao,"[[6, 6]]",0,1,1,m,0,1,0,1,m
Tom Schaul,"[[6, 3, 3, 3]]",0,1,1,m,0,1,0,0,m
Simon Osindero,"[[6, 3, 3, 3]]",0,1,1,m,1,0,1,0,m
Zhengli Zhao,"[[3, 3, 1]]",0,1,1,m,0,1,0,0,m
Moustafa Meshry,"[[3, 3, 3]]",0,1,1,m,0,1,0,1,m
Mostafa Rahmani,"[[6, 6, 3]]",0,1,1,m,0,1,0,0,m
Dustin L. Arendt,"[[1, 6]]",0,1,1,m,0,1,0,1,m
Nathaniel Saul,"[[1, 6]]",0,1,1,m,0,0,1,1,m
Utku Evci,"[[3, 6, 6]]",0,1,1,m,1,1,0,0,m
Trevor Gale,"[[3, 6, 6], [3, 6, 3]]",0,2,2,m,0,0,1,1,m
Weili Nie,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,m
Israr Ul Haq,"[[3, 3, 6]]",0,1,1,m,0,1,0,1,m
Yoshinobu Kawahara,"[[3, 3, 6]]",0,1,1,m,0,0,1,1,m
Ted Moskovitz,"[[3, 3, 3]]",0,1,1,m,1,1,0,1,m
Aditya Rawal,"[[3, 3, 3]]",0,1,1,m,1,0,1,0,m
Andrew K. Lampinen,"[[3, 3, 3]]",0,1,1,m,0,1,0,0,m
James L. McClelland,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Cheng Li,"[[1, 6, 6]]",0,1,1,m,0,1,0,0,m
Wen-mei Hwu,"[[1, 6, 6]]",0,1,1,m,1,0,1,1,m
Keyu Nie,"[[3, 1, 6]]",0,1,1,m,0,1,0,1,f
Pauline Berry Burke,"[[3, 1, 6]]",0,1,1,f,0,0,1,1,f
Pengchuan Zhang,"[[6, 8, 3]]",0,1,1,m,1,1,0,0,m
Lin Xiao,"[[6, 8, 3]]",0,1,1,m,1,0,1,1,m
Devansh Arpit,"[[1, 3, 3, 3], [1, 3, 3]]",0,2,2,m,1,1,0,0,m
Harris Chan,"[[3, 3, 1]]",0,1,1,m,0,1,0,0,m
William Chan,"[[3, 3, 1]]",0,1,1,m,1,0,1,0,m
Max Horn,"[[6, 6, 3]]",0,1,1,m,0,1,0,0,f
Samia Mohinta,"[[1, 1, 3, 6]]",0,1,1,f,0,1,0,1,m
Stephane Ciocchi,"[[1, 1, 3, 6]]",0,1,1,m,0,0,1,1,m
Antoine Bordes,"[[6, 6, 3]]",0,1,1,m,0,0,1,0,m
Lovedeep Gondara,"[[3, 3, 3], [1, 1, 3]]",0,2,2,m,0,1,0,1,m
Ricardo Silva Carvalho,"[[3, 3, 3]]",0,1,1,m,0,0,1,1,m
Linfeng Liu,"[[1, 3, 3]]",0,1,1,m,0,1,0,1,m
Liping Liu,"[[1, 3, 3]]",0,1,1,m,0,0,1,0,m
